date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
3146.07,61,55667,3661.13
3146.07,60,55523,3652.96
3148.71,60,55523,3650.31
3148.71,60,55523,3646.22
3150.53,60,55523,3644.51
3150.53,61,55677,3654.14
3151.38,61,55677,3653.35
3151.38,60,55421,3645.16
3151.8,60,55421,3644.76
3151.8,60,55421,3636.59
3152.46,60,55421,3636.05
3152.46,59,55017,3627.81
3152.68,59,55017,3627.61
3152.68,59,55017,3619.43
3159.19,59,55017,3614.14
3159.19,58,54613,3596.86
3161.54,58,54613,3594.66
3161.54,58,54613,3586.42
3162.74,58,54613,3585.45
3162.74,59,55198,3622.01
3168.28,59,55198,3617.51
3168.28,58,54870,3613.42
3169,58,54870,3612.7
3169,59,55146,3629.95
3184.96,59,55146,3613.98
3184.96,58,54818,3597.65
3188.39,58,54818,3594.22
3188.39,57,54490,3577.96
3195.13,57,54490,3571.22
3195.13,56,54162,3554.96
3198.08,56,54162,3552
3198.08,57,54418,3568
3201.65,57,54418,3564.44
3201.65,56,54142,3548.11
3205.08,56,54142,3544.68
3205.08,55,53866,3528.35
3205.64,55,53866,3527.79
3205.64,55,53866,3511.53
3207.27,55,53866,3510.31
3207.27,55,53866,3500.8
3209.07,55,53866,3499.68
3209.07,54,53322,3483.43
3211.4,54,53322,3481.39
3211.4,54,53322,3448.55
3211.81,54,53322,3448.4
3211.81,54,53322,3432.07
3213.46,54,53322,3431.86
3213.46,53,51866,3444.62
3213.81,53,51866,3444.28
3213.81,54,51941,3448.96
3237.63,54,51941,3425.14
3237.63,55,52197,3441.14
3239.36,55,52197,3439.41
3239.36,50,47711,3369.31
3249.39,50,47711,3359.28
3249.39,51,47967,3375.28
3260.26,51,47967,3364.41
3260.26,52,48111,3373.41
3275.55,52,48111,3358.13
3275.55,53,48367,3374.13
3288.16,53,48367,3361.51
3288.16,52,47199,3328.91
3288.97,52,47199,3328.1
3288.97,53,47475,3345.35
3296.93,53,47475,3337.4
3296.93,54,49267,3449.4
3300,54,49267,3339.32
3300,54,49267,3446.32
3318.43,54,49267,3427.89
3318.43,55,49411,3436.89
3327.05,55,49411,3428.27
3327.05,54,48799,3411.95
3342.06,54,48799,3396.94
3342.06,55,48953,3406.56
3356.93,55,48953,3391.69
3356.93,56,50717,3501.94
3367.24,56,50717,3491.64
3367.24,57,51317,3529.14
3368.87,57,51317,3527.5
3368.87,52,48045,3494.86
3375.06,52,48045,3488.67
3375.06,53,49809,3598.92
3397.41,53,49809,3576.57
3397.41,54,50065,3592.57
3414.74,54,50065,3575.23
3414.74,53,49453,3558.91
3419.9,53,49453,3553.75
3419.9,54,49878,3580.31
3442.53,54,49878,3557.68
3442.53,55,50062,3569.18
3450.16,55,50062,3561.56
3450.16,56,51826,3671.81
3465.66,56,51826,3656.3
3465.66,57,51901,3660.99
3481.06,57,51901,3645.59
3481.06,58,52085,3657.09
3494.32,58,52085,3643.83
3494.32,59,52413,3664.33
3502.43,59,52413,3656.22
3502.43,58,52009,3639.89
3513.32,58,52009,3629
3513.32,59,52265,3645
3520.81,59,52265,3637.51
