date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
1777.55,4,3393,463.388
1783.29,4,3393,457.939
1783.29,5,3577,467.048
1800,5,3577,451.129
1800,5,3577,452.027
1800,5,3577,473.686
1806.1,5,3577,467.586
1806.1,5,3577,467.586
1817.44,5,3577,456.249
1817.44,6,4385,493.604
1838.38,6,4385,472.663
1838.38,7,4539,479.315
1846.88,7,4539,470.808
1846.88,6,4355,464.239
1849.1,6,4355,462.026
1849.1,7,5163,494.832
1850.95,7,5163,492.976
1850.95,8,5567,509.136
1857.87,8,5567,502.214
1857.88,6,5229,489.245
1860,6,5229,487.205
1860,6,5229,487.205
1860,6,5229,487.205
1864.63,6,5229,482.756
1864.63,6,5229,488.916
1865.24,6,5229,488.311
1865.24,5,4825,477.861
1866.72,5,4825,476.379
1866.72,4,4240,471.625
1867.77,4,4240,470.575
1867.77,5,5048,504.241
1873.37,5,5048,498.647
1873.37,5,5048,493.187
1879.18,5,5048,487.857
1879.18,5,5048,523.576
1883.42,5,5048,519.744
1883.42,6,6216,571.674
1884.36,6,6216,570.812
1884.36,6,6216,585.037
1885.28,6,6216,584.28
1885.28,6,6216,584.28
1897.54,6,6216,574.25
1897.54,6,6216,553.036
1901.17,6,6216,549.404
1901.17,6,6216,577.152
1911.14,6,6216,568.999
1911.14,7,8008,650.454
1920,7,8008,643.201
1920,7,8008,576.301
1920,7,8008,576.301
1924.32,7,8008,572.623
1924.32,7,8008,579.438
1933.47,7,8008,570.963
1933.47,7,8008,561.323
1941.09,7,8008,555.397
1941.09,7,8008,570.36
1946.38,7,8008,565.457
1946.38,7,8008,563.032
1947.72,7,8008,561.843
1947.72,8,8552,581.992
1950.8,8,8552,579.256
1950.8,8,8552,574.403
1953.14,8,8552,572.493
1953.14,8,8552,570.067
1971.48,8,8552,555.804
1971.48,8,8552,561.508
1971.73,8,8552,561.302
1971.73,8,8552,551.065
1974.52,8,8552,549.004
1974.52,8,8552,554.337
1975.71,8,8552,553.364
1975.71,7,8008,531.072
1977.02,7,8008,529.81
1977.02,7,8008,520.171
1978.04,7,8008,519.34
1978.04,7,8008,499.882
1980,7,8008,498.866
1980,7,8008,486.657
1980,7,8008,486.657
1981.13,7,8008,486.054
1981.13,7,8008,481.383
1985.92,7,8008,479.155
1985.92,6,6296,444.649
1988.24,6,6296,442.333
1988.24,5,5488,419.143
1992.53,5,5488,414.858
1992.53,6,5672,422.218
1997.14,6,5672,417.602
1997.14,7,5816,423.179
2014.43,7,5816,405.888
2014.43,8,5960,411.221
2014.78,8,5960,410.876
2014.78,7,5816,387.292
2021.39,7,5816,380.683
2021.39,7,5816,375.452
2023.46,7,5816,373.546
2023.46,8,7608,441.003
2027.92,8,7608,436.858
2027.92,3,4752,408.304
2034.53,3,4752,402.184
2034.53,3,4752,397.332
2040,3,4752,392.682
2040,3,4752,392.682
2040,3,4752,392.682
2047.48,3,4752,386.311
2047.48,3,4752,391.644
2050,3,4752,389.311
2050,3,4752,381.958
2052.47,3,4752,379.764
2052.47,4,4936,386.579
2054.09,4,4936,385.138
2054.09,4,4936,380.295
2054.4,4,4936,380.038
2054.4,4,4936,374.778
2059.99,4,4936,370.891
2059.99,3,3768,338.258
2065.32,3,3768,332.929
2065.32,4,6344,440.766
2071.52,4,6344,434.566
2071.52,4,6344,434.355
2076.72,4,6344,429.352
2076.72,1,2576,271.243
2082.81,1,2576,266.374
2082.81,1,2576,271.374
2092.07,1,2576,263.351
2092.07,1,2576,258.968
2092.41,1,2576,258.689
2092.41,1,2576,245.454
2095.68,1,2576,243.06
2095.68,2,3001,271.394
2100,2,3001,268.225
2100,2,3001,268.225
2100,2,3001,268.225
2101.19,2,3001,267.351
2101.19,2,3001,272.351
2103.2,2,3001,270.742
2103.2,2,3001,262.006
2110.45,2,3001,257.175
2110.45,2,3001,252.792
2115.63,2,3001,249.683
2115.63,2,3001,368.509
2120.68,2,3001,365
2120.68,2,3001,368.261
2121.73,2,3001,367.481
2121.73,2,3001,367.481
2129.14,2,3001,362.006
2129.14,2,3001,368.266
2129.93,2,3001,367.611
2129.93,2,3001,364.753
2131.52,2,3001,363.511
2131.52,2,3001,408.379
2135.16,2,3001,406.024
2135.16,3,3257,421.083
2135.75,3,3257,420.701
2135.75,3,3257,437.244
2140.7,3,3257,434.932
2140.7,2,681,206.4
2146.79,2,681,200.312
2146.79,3,937,217.379
2160,3,937,204.168
2160,3,937,208.63
2160,3,937,213.779
2174.85,3,937,198.933
2174.85,4,2729,305.906
2187.19,4,2729,293.558
2187.19,5,3341,324.158
2204.77,5,3341,306.582
2204.77,6,3775,328.282
2217.84,6,3775,315.209
2217.84,7,3919,322.409
2220,7,3919,320.251
