time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
4586.12,9,1,0,3,19
4609.57,9,1,0,5,17
4612.6,9,1,0,7,15
4642.66,9,1,0,9,13
4642.66,9,1,0,8,14
4642.66,9,1,0,7,15
4649.32,9,1,0,3,19
4653.09,9,1,0,4,18
4666,9,1,0,8,14
4666,9,1,0,0,22
4705.53,9,1,0,2,20
4705.53,9,1,0,4,18
4705.53,9,1,0,6,16
4705.53,9,1,0,8,14
4711.52,9,0,0,9,14
4711.52,9,0,0,8,15
4714.8,9,0,0,16,7
4714.8,9,0,0,0,23
4720.39,9,0,0,16,7
4720.39,9,0,0,14,9
4720.39,9,0,0,12,11
4720.39,9,0,0,8,15
4720.39,9,0,8,0,15
4721.21,7,2,8,0,15
4726.49,15,2,0,0,15
4726.49,13,4,0,0,15
4739.72,9,8,0,0,15
4770.53,9,8,0,1,14
4770.96,9,8,0,2,13
4770.96,9,8,0,0,15
4797.44,9,8,0,2,13
4797.44,9,8,0,0,15
4800.03,9,8,0,1,14
4859.52,9,8,0,3,12
4859.52,9,8,0,1,14
4859.52,9,8,1,0,14
4861.34,9,8,1,2,12
4865.62,10,8,0,2,12
4872.33,10,8,0,6,8
4872.33,10,8,0,5,9
4872.33,10,8,0,1,13
4872.73,10,6,0,3,13
4878.01,10,4,0,5,13
4878.01,10,4,0,1,17
4889.02,10,4,0,5,13
4889.02,10,4,0,3,15
4889.02,10,4,0,1,17
4891.24,10,0,0,5,17
4891.24,10,0,0,1,21
4891.24,10,0,1,0,21
4895.63,10,0,1,2,19
4895.63,10,0,1,0,21
4897.34,11,0,0,0,21
4913.95,11,0,0,4,17
4913.95,11,0,0,2,19
4913.95,11,0,0,0,21
4920,10,1,0,0,21
4960.84,10,1,0,1,20
4976.03,10,1,0,3,18
4976.03,10,1,0,1,20
4978.93,10,1,0,5,16
4978.93,10,1,0,3,18
4978.93,10,1,0,1,20
4980,8,3,0,1,20
4982.64,8,3,0,3,18
4982.64,8,3,0,1,20
4986.19,8,3,0,3,18
4986.19,8,3,0,1,20
5004.6,7,4,0,1,20
5029.14,7,4,0,2,19
5029.14,7,4,0,3,18
5029.14,7,4,0,1,20
5036.58,7,4,0,3,18
5036.58,7,4,0,1,20
5043.19,7,4,0,3,18
5043.19,7,4,0,1,20
5071.52,7,3,0,2,20
5071.52,7,3,0,0,22
5119.88,7,3,0,2,20
5119.88,7,3,0,0,22
5123.59,7,3,0,2,20
5123.59,7,3,0,0,22
5125.32,7,3,0,2,20
5125.32,7,3,0,1,21
5131.52,7,1,0,3,21
5133.6,7,1,0,5,19
5133.6,7,1,0,4,20
5133.6,7,1,0,0,24
5142.86,7,1,0,1,23
5142.86,7,1,0,0,24
5146.36,7,1,0,2,22
5150.28,7,1,0,6,18
5150.28,7,1,0,2,22
5150.28,7,1,0,0,24
5156.12,7,0,0,1,24
5156.12,7,0,1,0,24
5156.89,7,0,1,2,22
5156.89,7,0,1,0,24
5158.17,7,0,1,2,22
5160,6,1,1,2,22
5162.22,7,1,0,2,22
5168.38,7,1,0,0,24
5174.99,7,1,0,2,22
5179.75,7,1,0,4,20
5179.75,7,1,0,0,24
5183.37,7,1,0,2,22
5184.14,7,1,0,4,20
5184.14,7,1,0,0,24
5187.97,6,2,0,0,24
5188.13,6,2,0,4,20
5188.13,6,2,0,0,24
5213.83,6,2,0,1,23
5231.37,6,2,0,2,22
5231.37,6,2,0,0,24
5251.99,6,2,0,2,22
5252.81,6,2,0,0,24
5279.29,6,2,0,2,22
5293.45,6,2,0,4,20
5293.45,6,2,0,0,24
5294.94,6,2,0,2,22
5294.94,6,2,0,1,23
5302.22,6,2,0,5,19
5302.22,6,2,0,3,21
5302.22,6,2,0,1,23
5310.13,6,2,0,5,19
