date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
1358.13,12,10771,1001.81
1359.7,12,10771,1000.33
1359.7,12,10771,1000.33
1361.63,12,10771,998.527
1361.63,11,10627,986.119
1362.86,11,10627,984.889
1362.86,11,10627,980.78
1366.92,11,10627,976.975
1366.92,12,12419,1088.97
1367.39,12,12419,1088.53
1367.39,12,12419,1084.42
1368.24,12,12419,1083.68
1368.24,12,12419,1075.51
1377.33,12,12419,1068.69
1377.33,13,12844,1095.25
1378.86,13,12844,1094.1
1378.86,13,12844,1085.91
1380,13,12844,1085.2
1380,13,12844,1085.2
1380,13,12844,1085.2
1383.53,13,12844,1083
1383.53,12,12244,1086.49
1390.02,12,12244,1080
1390.02,13,14436,1217
1393.09,13,14436,1213.92
1393.09,8,11910,1267.71
1414.99,8,11910,1245.81
1414.99,9,12094,1257.31
1425,9,12094,1247.3
1425,10,12902,1297.8
1438.96,10,12902,1283.84
1438.96,11,13327,1310.4
1440,11,13327,1309.36
1440,11,13327,1241.58
1440,11,13327,1241.58
1455.41,11,13327,1226.17
1455.41,12,15119,1331.58
1473.93,12,15119,1313.05
1473.93,13,15447,1332.35
1475.45,13,15447,1330.83
1475.45,14,16903,1416.48
1488.74,14,16903,1403.18
1488.74,15,18667,1506.95
1500,15,18667,1495.69
1500,15,18667,1354.78
1500,15,18667,1354.78
1500.95,15,18667,1353.82
1500.95,16,18742,1357.77
1515.13,16,18742,1343.59
1515.13,17,20534,1437.91
1530.64,17,20534,1422.4
1530.64,18,20688,1430.5
1534.04,18,20688,1427.1
1534.04,17,20504,1419.1
1534.04,15,19844,1411.09
1540.81,15,19844,1404.32
1540.81,14,19516,1372.64
1543.3,14,19516,1370.16
1543.3,14,19516,1366.7
1546.89,14,19516,1363.3
1546.89,15,20101,1394.09
1557.5,15,20101,1384.04
1557.5,15,20101,1370.29
1559.89,15,20101,1368.53
1559.89,16,21033,1417.58
1560,16,21033,1417.49
1560,16,21033,1198.28
1560,16,21033,1198.28
1560.52,16,21033,1197.87
1560.52,16,21033,1192.17
1568.28,16,21033,1186.77
1568.28,17,21108,1190.03
1580.2,17,21108,1181.75
1580.2,18,21183,1185.01
1591.52,18,21183,1177.13
1591.52,17,18991,1132.37
1596.97,17,18991,1126.92
1596.97,18,20783,1204.84
1607.56,18,20783,1194.25
1607.56,19,21591,1229.38
1614.22,19,21591,1222.72
1614.22,17,21441,1196.42
1617.04,17,21441,1193.59
1617.04,18,21875,1212.46
1620,18,21875,1209.51
1620,18,21875,1209.51
1620,18,21875,1209.51
1623.48,18,21875,1206.03
1623.48,18,21875,1203.17
1623.48,18,21875,1200.31
1637.48,18,21875,1187.53
1637.48,19,22460,1212.96
1646.74,19,22460,1204.51
1646.74,20,22885,1222.99
1650.85,20,22885,1219.23
1650.85,21,24597,1293.67
1651.52,21,24597,1293.06
1651.52,21,24597,1292.58
1658.89,21,24597,1286.49
1658.89,21,24597,1274.47
1673.08,21,24597,1263.98
1673.08,20,24172,1257.68
